date,hour_of_day,location,victim_gender,victim_age,perpetrator_gender,perpetrator_age,weapon,injury,weather,temperature,previous_activity,economical_situation,education_level,crime_type,time_of_day,day_of_week,month,season,victim_age_group,perpetrator_age_group,weather_condition,economic_index,education_index
2021-01-14,12,Arghistan,Female,27,Female,35,Knife,Severe,Clear,13.36658074037603,Working,High,Tertiary,Theft,Night,Thursday,January,Fall,Child,Adult,Wet,59.53049701970503,21.7282125172628
2022-08-31,15,Center,Male,96,Male,20,Other,Fatal,Clear,0.35228470153607994,Shopping,High,Tertiary,Theft,Morning,Wednesday,August,Spring,Adult,Senior,Wet,64.66406107458094,34.60194449075031
2022-01-10,13,Center,Male,88,Female,45,None,Fatal,Cloudy,-4.001121057631193,Walking,High,Secondary,Kill,Afternoon,Monday,January,Fall,Child,Teen,Wet,88.33402587024123,13.945261043833746
2021-05-03,2,Spin Boldak,Male,92,Female,39,Other,Fatal,Snowy,19.24586858391478,Walking,High,Secondary,Theft,Afternoon,Monday,May,Summer,Teen,Adult,Wet,64.19697157838795,53.12899063389056
2020-03-29,23,Maruf,Female,65,Female,93,None,None,Cloudy,8.629170155572577,Working,Medium,Secondary,Theft,Night,Sunday,March,Winter,Senior,Teen,Dry,79.40117756939414,51.13180290034348
2020-11-29,15,Center,Female,13,Female,22,Gun,Minor,Cloudy,22.45365279161539,Walking,Medium,None,Theft,Afternoon,Sunday,November,Spring,Teen,Senior,Wet,94.48878808973032,25.186999004967436
2023-10-01,10,Daman,Male,21,Male,57,Other,Severe,Clear,1.2517359550682094,Shopping,Medium,None,Kill,Evening,Sunday,October,Fall,Child,Child,Dry,30.895451533512563,89.10926267259309
2022-01-26,19,Spin Boldak,Male,40,Male,73,Knife,None,Clear,23.73169413136005,Driving,High,Secondary,Kill,Afternoon,Wednesday,January,Summer,Adult,Teen,Wet,91.58701486531314,7.247673249165021
2021-12-02,17,Reag,Male,65,Female,56,Knife,Minor,Rainy,6.844453539701032,Working,Low,None,Theft,Night,Thursday,December,Winter,Teen,Child,Wet,49.29249790352933,1.8137150651460043
2020-07-27,24,Zhari,Male,81,Male,78,Gun,Fatal,Snowy,-7.98670491864806,Driving,Low,Secondary,Kill,Morning,Monday,July,Summer,Adult,Teen,Dry,74.39890357489273,47.30477588929457
2021-11-09,15,Maruf,Male,19,Female,38,None,None,Snowy,34.16458443385489,Shopping,High,Primary,Theft,Morning,Tuesday,November,Summer,Child,Child,Wet,21.86431198522755,67.53442937571164
2022-01-29,24,Arghistan,Female,70,Male,47,Other,Fatal,Clear,23.638978209545016,Working,Medium,None,Kill,Afternoon,Saturday,January,Fall,Adult,Teen,Dry,36.76078133056969,14.870203233230939
2021-01-20,9,Spin Boldak,Male,38,Male,100,None,None,Rainy,24.185908003723114,Walking,High,Primary,Theft,Morning,Wednesday,January,Fall,Adult,Adult,Dry,48.175849269462304,96.8877738969255
2023-06-28,5,Zhari,Female,47,Male,58,Other,Severe,Rainy,23.68216731007854,Walking,High,Primary,Theft,Evening,Wednesday,June,Winter,Senior,Adult,Wet,58.37424530507651,30.681650777705183
2021-02-17,20,Spin Boldak,Male,3,Female,11,Gun,Severe,Cloudy,38.774497103534884,Working,Medium,Primary,Theft,Evening,Wednesday,February,Fall,Child,Teen,Dry,82.184435781674,23.02753251618209
2022-11-05,13,Shah Wali Kot,Male,41,Female,58,None,Fatal,Rainy,15.677959389702114,Walking,Medium,Tertiary,Kill,Morning,Saturday,November,Fall,Senior,Adult,Wet,92.946534818126,80.68497723150062
2022-08-17,12,Maruf,Female,43,Female,71,Other,Severe,Clear,16.770373517466318,Driving,Medium,Tertiary,Kill,Morning,Wednesday,August,Fall,Adult,Teen,Wet,37.86005022409423,30.794198146813912
2023-05-11,18,Nesh,Male,55,Female,88,Other,Fatal,Cloudy,22.653525289999138,Working,Low,Secondary,Kill,Night,Thursday,May,Spring,Senior,Senior,Wet,29.655600148538763,56.877105047659946
2022-08-26,19,Reag,Male,23,Female,36,Gun,Severe,Clear,-9.165620772344349,Driving,Medium,Secondary,Theft,Morning,Friday,August,Summer,Senior,Teen,Dry,16.27988004289681,51.49226624416151
2021-01-07,21,Maywand,Female,52,Female,74,None,Severe,Snowy,27.55931977622361,Shopping,Medium,None,Theft,Night,Thursday,January,Fall,Adult,Teen,Wet,98.81057169426455,42.58991831034139
2021-11-24,16,Zhari,Female,75,Female,28,Gun,Fatal,Clear,-9.567859030913814,Walking,Medium,None,Theft,Afternoon,Wednesday,November,Summer,Senior,Child,Dry,88.483938313518,60.927458286422954
2022-01-10,1,Shah Wali Kot,Female,46,Male,29,None,Severe,Rainy,0.41963359676741874,Walking,Low,Secondary,Kill,Night,Monday,January,Winter,Teen,Child,Wet,16.658519627012158,23.87287594755543
2022-02-14,12,Reag,Female,67,Female,44,None,Severe,Cloudy,2.633088391976905,Shopping,Medium,None,Theft,Evening,Monday,February,Fall,Adult,Senior,Wet,41.82194593235303,16.36112206177296
2023-08-03,18,Shah Wali Kot,Female,93,Female,67,Gun,Minor,Clear,18.24971037081901,Walking,Low,Secondary,Kill,Evening,Thursday,August,Winter,Child,Senior,Wet,48.41459938799859,79.95317173337241
2022-10-21,7,Center,Female,25,Female,59,Knife,Severe,Clear,10.974675858303293,Shopping,Low,None,Theft,Afternoon,Friday,October,Winter,Senior,Adult,Dry,96.01615326343493,18.806756867857853
2021-05-09,18,Panjwayi,Male,71,Female,78,None,None,Rainy,26.787043168738755,Working,Low,Primary,Theft,Afternoon,Sunday,May,Fall,Child,Adult,Dry,33.00385594510833,99.8242902318378
2023-02-08,14,Maywand,Male,6,Female,54,Other,Minor,Cloudy,9.33022272563056,Driving,Medium,Tertiary,Theft,Morning,Wednesday,February,Fall,Child,Senior,Dry,62.20764238394689,72.9006245985391
2023-01-16,11,Reag,Female,34,Male,56,Knife,Fatal,Clear,29.630459620331344,Driving,Low,Secondary,Kill,Evening,Monday,January,Winter,Child,Senior,Wet,66.68845918554092,72.82487188931684
2021-06-13,15,Zhari,Female,79,Female,59,Knife,Fatal,Rainy,-9.202865070238294,Working,High,None,Theft,Evening,Sunday,June,Fall,Adult,Child,Wet,61.782154336603824,55.95652210931582
2022-11-27,23,Arghistan,Female,40,Female,54,Gun,Severe,Rainy,-4.306905461025053,Working,Low,Secondary,Theft,Afternoon,Sunday,November,Summer,Teen,Teen,Dry,86.56523386300806,9.077375374319596
2022-12-10,13,Zhari,Female,19,Male,39,None,None,Rainy,23.505230998518506,Driving,Low,Primary,Kill,Afternoon,Saturday,December,Fall,Senior,Adult,Wet,64.14185652717164,82.72627960225925
2021-02-05,23,Zhari,Male,36,Female,95,None,None,Clear,26.009321241171,Driving,Medium,Secondary,Kill,Night,Friday,February,Fall,Teen,Child,Wet,37.83157284909245,0.23820948463747493
2022-04-30,5,Center,Female,34,Male,45,Gun,Severe,Cloudy,18.09462931365389,Walking,High,Primary,Theft,Evening,Saturday,April,Winter,Adult,Teen,Wet,36.89598858491654,5.358859139990935
2020-01-21,1,Nesh,Female,62,Female,61,Knife,Minor,Clear,11.696939312334578,Working,Medium,None,Theft,Afternoon,Tuesday,January,Winter,Child,Senior,Dry,82.44540589301013,98.43869483988036
2023-01-07,24,Daman,Female,28,Male,96,None,Minor,Rainy,-9.541958411127407,Shopping,Medium,Secondary,Kill,Evening,Saturday,January,Fall,Adult,Adult,Dry,87.63642067551972,95.32300651836486
2021-12-16,9,Kharkrez,Female,63,Female,34,Gun,Minor,Cloudy,-1.8345843260243537,Driving,Low,Tertiary,Theft,Morning,Thursday,December,Winter,Adult,Adult,Dry,15.156120795437978,79.62897022105577
2021-12-31,7,Daman,Female,12,Male,98,Knife,Fatal,Cloudy,-0.5745646784491871,Working,High,Primary,Theft,Evening,Friday,December,Fall,Senior,Senior,Dry,0.016165727884398517,11.736569580844701
2021-05-06,2,Kharkrez,Male,31,Female,43,Knife,Fatal,Cloudy,6.765332100550424,Driving,Low,Secondary,Theft,Morning,Thursday,May,Winter,Senior,Teen,Dry,12.981519122512319,52.436312565581446
2020-08-29,19,Maywand,Female,45,Female,79,None,Severe,Cloudy,22.278179391334525,Driving,Low,None,Theft,Morning,Saturday,August,Spring,Senior,Child,Wet,75.1535402622737,69.35180828914874
2022-10-30,4,Spin Boldak,Male,49,Female,18,Other,Minor,Cloudy,3.7537052171476883,Shopping,Low,None,Theft,Evening,Sunday,October,Summer,Adult,Child,Dry,88.7752108333037,10.869891833088374
2022-06-07,11,Arghistan,Male,43,Male,21,Knife,Fatal,Rainy,34.24020515355105,Driving,Medium,None,Kill,Evening,Tuesday,June,Summer,Adult,Adult,Wet,59.80680518762187,66.33244213629872
2022-01-25,16,Reag,Female,55,Female,38,Knife,Fatal,Clear,15.863870235312753,Walking,Low,Primary,Theft,Morning,Tuesday,January,Spring,Teen,Senior,Wet,26.755204486766683,30.8964864886175
2023-06-10,14,Center,Male,37,Female,83,None,Severe,Clear,10.324776745769086,Shopping,Low,Tertiary,Kill,Evening,Saturday,June,Spring,Child,Child,Wet,98.50763419460831,46.151744904934674
2021-07-16,6,Daman,Male,96,Male,40,Knife,None,Cloudy,26.378274261745105,Driving,High,None,Kill,Afternoon,Friday,July,Summer,Child,Child,Dry,59.38240689046809,89.54715971591722
2023-01-10,24,Arghistan,Male,13,Male,23,None,None,Snowy,11.202909786777287,Driving,High,Primary,Theft,Night,Tuesday,January,Summer,Adult,Teen,Dry,28.491675967642237,95.59448856665294
2020-09-08,10,Daman,Female,14,Female,44,Gun,Minor,Clear,28.01776466065433,Shopping,Medium,Tertiary,Kill,Morning,Tuesday,September,Fall,Senior,Teen,Dry,92.89473387409942,46.08159461483715
2020-01-15,15,Daman,Female,15,Male,10,Other,Fatal,Clear,-6.052991857267872,Working,Low,Tertiary,Theft,Night,Wednesday,January,Fall,Senior,Senior,Dry,98.46403115244686,4.498638191558301
2020-12-26,5,Spin Boldak,Female,28,Female,17,None,None,Snowy,0.022078062458493974,Walking,Medium,Secondary,Theft,Afternoon,Saturday,December,Summer,Child,Senior,Dry,71.49098283386141,53.56125295967442
2021-09-07,18,Arghistan,Female,42,Female,71,Gun,Minor,Cloudy,18.389094655521667,Walking,Medium,Secondary,Kill,Evening,Tuesday,September,Spring,Teen,Senior,Wet,63.77999566812961,6.4620505069078344
2020-12-10,3,Spin Boldak,Female,37,Male,35,None,None,Cloudy,15.781875887834389,Working,Medium,Primary,Theft,Night,Thursday,December,Fall,Teen,Adult,Dry,93.32962063373628,89.26852702744313
2021-02-25,19,Nesh,Female,58,Male,33,Knife,Fatal,Rainy,-8.790448801154291,Driving,High,None,Kill,Evening,Thursday,February,Summer,Adult,Child,Dry,83.09864412043491,17.237487418152753
2023-08-13,6,Daman,Female,12,Female,16,Other,Severe,Rainy,37.45987281260345,Shopping,High,Primary,Kill,Evening,Sunday,August,Fall,Teen,Adult,Wet,51.60005036616949,9.175209766092529
2020-02-01,11,Arghistan,Male,80,Male,37,Gun,Fatal,Clear,2.0575527007673386,Shopping,High,None,Theft,Night,Saturday,February,Fall,Senior,Adult,Wet,6.820022701407469,38.27573358108558
2022-09-11,5,Maywand,Male,59,Male,59,Gun,Fatal,Cloudy,29.59429909119131,Driving,High,None,Kill,Afternoon,Sunday,September,Winter,Senior,Child,Dry,8.368552216823389,89.60466425759856
2022-06-28,9,Center,Female,39,Male,49,None,Severe,Clear,15.63836854099042,Walking,High,Secondary,Theft,Night,Tuesday,June,Winter,Child,Adult,Wet,73.76958882190785,73.1869789683231
2023-04-03,16,Center,Male,24,Female,74,Other,None,Cloudy,14.535183225425683,Walking,Medium,None,Theft,Night,Monday,April,Summer,Child,Senior,Wet,78.90621192616798,51.01013010301118
2021-03-29,14,Shah Wali Kot,Female,65,Male,57,Other,Minor,Cloudy,17.199053268888175,Shopping,Medium,Primary,Theft,Afternoon,Monday,March,Fall,Senior,Teen,Dry,52.452157223261274,98.30778604898576
2023-01-07,22,Zhari,Male,41,Male,54,Knife,Fatal,Clear,6.13094611176135,Driving,Medium,None,Kill,Afternoon,Saturday,January,Spring,Senior,Adult,Wet,91.00924887211033,36.610689977714664
2020-08-07,21,Arghistan,Male,57,Female,73,Gun,None,Snowy,11.939620339910494,Shopping,Medium,Tertiary,Kill,Morning,Friday,August,Fall,Teen,Senior,Wet,26.986460887000153,21.915689534013914
2022-03-07,20,Reag,Female,13,Male,23,None,Severe,Snowy,5.608709193911412,Driving,Medium,None,Theft,Evening,Monday,March,Spring,Senior,Adult,Dry,46.491920520416585,54.58518286771784
2020-08-01,12,Reag,Male,37,Female,49,None,Fatal,Rainy,-8.763117946777228,Driving,Low,Secondary,Theft,Afternoon,Saturday,August,Winter,Adult,Adult,Wet,19.516578282025232,18.08369733704074
2021-05-11,23,Reag,Female,9,Male,95,None,None,Rainy,23.390245695906323,Walking,Low,Secondary,Theft,Evening,Tuesday,May,Winter,Child,Teen,Dry,84.85243917905846,52.55905795781345
2020-11-18,20,Maruf,Male,84,Female,99,Other,Minor,Rainy,35.06673811101787,Walking,Low,Primary,Theft,Night,Wednesday,November,Fall,Senior,Senior,Dry,8.862097684861725,66.41799668239501
2022-02-07,1,Nesh,Female,51,Female,38,Gun,Fatal,Snowy,-0.17507262097653786,Driving,Low,None,Theft,Night,Monday,February,Winter,Child,Child,Wet,77.55294368386178,2.8171040600681874
2020-07-13,15,Daman,Female,31,Female,25,None,Minor,Cloudy,-4.158776661594051,Working,Medium,Primary,Theft,Evening,Monday,July,Winter,Senior,Teen,Wet,25.877418070830906,26.73399699315482
2020-11-06,19,Zhari,Male,16,Male,52,Other,None,Snowy,13.356511619996645,Shopping,Low,Tertiary,Theft,Afternoon,Friday,November,Spring,Child,Child,Dry,66.86706886953756,86.92298480604137
2021-03-23,6,Panjwayi,Female,32,Male,81,Knife,None,Clear,27.39025080710315,Working,High,Secondary,Kill,Evening,Tuesday,March,Fall,Senior,Child,Dry,6.123683606512309,71.07234581585818
2020-07-27,16,Shah Wali Kot,Female,91,Male,14,Knife,None,Clear,-1.5038899675740485,Working,Low,None,Kill,Night,Monday,July,Fall,Adult,Teen,Wet,14.380906874634892,55.00319896937577
2023-04-01,7,Panjwayi,Female,92,Male,65,None,Fatal,Snowy,2.8107115856388507,Driving,Low,Tertiary,Theft,Afternoon,Saturday,April,Summer,Adult,Teen,Dry,59.35282268555451,80.34015942847971
2022-07-10,6,Panjwayi,Male,18,Female,97,None,Severe,Rainy,24.68677339929573,Shopping,Medium,None,Theft,Morning,Sunday,July,Winter,Senior,Adult,Wet,42.38044202644894,49.326257155267996
2022-10-31,24,Maywand,Female,71,Male,66,None,Fatal,Snowy,15.790973185152332,Driving,High,Secondary,Kill,Afternoon,Monday,October,Winter,Teen,Teen,Wet,51.82934094794671,64.30607636361376
2022-02-25,20,Spin Boldak,Male,26,Female,85,Knife,None,Snowy,-8.949353888607948,Walking,High,Secondary,Theft,Evening,Friday,February,Summer,Adult,Adult,Wet,40.845145621776915,29.885963018705965
2021-11-30,10,Maywand,Female,62,Female,32,None,Fatal,Rainy,0.3437744861738903,Working,Low,Secondary,Kill,Evening,Tuesday,November,Fall,Teen,Adult,Dry,83.04601815757255,65.62952335847591
2022-06-11,4,Panjwayi,Male,70,Female,93,Gun,Severe,Clear,9.9525943968133,Shopping,Medium,None,Theft,Morning,Saturday,June,Fall,Teen,Adult,Dry,78.66575765117558,14.27510574183387
2020-11-09,19,Nesh,Female,80,Male,75,None,Minor,Clear,-8.664053501797921,Shopping,Medium,Secondary,Kill,Afternoon,Monday,November,Winter,Adult,Adult,Dry,67.99988551435409,8.505972817272644
2023-06-13,3,Arghistan,Female,52,Female,42,Other,Severe,Rainy,7.068912136401089,Driving,Low,None,Kill,Night,Tuesday,June,Fall,Teen,Child,Wet,40.76944583368392,24.509105155189836
2022-05-31,16,Kharkrez,Male,97,Female,71,Gun,Severe,Rainy,10.577199380850626,Working,High,Tertiary,Kill,Afternoon,Tuesday,May,Fall,Child,Adult,Dry,6.696258924357301,51.49761346200275
2022-01-04,21,Panjwayi,Female,32,Male,66,Gun,Fatal,Clear,5.959059356226584,Driving,High,Primary,Theft,Afternoon,Tuesday,January,Spring,Adult,Senior,Dry,74.50900212143627,44.13438818518197
2023-03-18,17,Spin Boldak,Male,31,Female,52,Other,Fatal,Cloudy,14.10287561050901,Working,Low,Primary,Theft,Morning,Saturday,March,Spring,Teen,Child,Dry,66.4284727988667,98.55744978391469
2021-12-12,1,Zhari,Male,97,Male,28,Other,Fatal,Snowy,24.87031242264316,Walking,High,Tertiary,Theft,Night,Sunday,December,Winter,Adult,Child,Wet,18.691979825054762,5.104491524593058
2023-06-04,22,Arghistan,Female,41,Female,42,Other,Fatal,Rainy,15.343681074254388,Walking,Low,None,Kill,Evening,Sunday,June,Winter,Adult,Teen,Wet,68.03150384505511,41.82770741423103
2023-03-18,5,Kharkrez,Male,65,Male,29,Knife,None,Cloudy,19.54585415197439,Shopping,Medium,None,Kill,Evening,Saturday,March,Fall,Senior,Teen,Dry,10.208207804230106,88.62982919882062
2022-09-03,17,Reag,Female,54,Female,23,Knife,Minor,Cloudy,39.890823908466835,Shopping,High,Primary,Theft,Morning,Saturday,September,Winter,Adult,Adult,Dry,8.744534375855405,11.372133423478525
2023-02-18,5,Nesh,Female,47,Male,71,Gun,Fatal,Snowy,25.148704530177334,Shopping,Medium,Tertiary,Theft,Night,Saturday,February,Fall,Adult,Child,Dry,80.85751314211252,69.83364522841501
2021-06-24,14,Maruf,Male,15,Female,47,Other,Fatal,Cloudy,18.214649098933037,Walking,High,Tertiary,Kill,Afternoon,Thursday,June,Spring,Senior,Senior,Wet,32.04141090181606,43.05836488870941
2021-02-10,15,Panjwayi,Female,73,Male,47,None,None,Clear,3.331770643525493,Walking,High,Primary,Theft,Evening,Wednesday,February,Summer,Senior,Adult,Dry,11.931813255218538,87.58411455558974
2022-07-17,18,Daman,Female,76,Male,85,None,Fatal,Rainy,13.537981350147668,Driving,High,Primary,Theft,Morning,Sunday,July,Fall,Senior,Senior,Dry,91.50636844752967,79.22842468685708
2023-06-20,14,Spin Boldak,Female,76,Male,31,Other,Fatal,Cloudy,18.03817944422022,Driving,Low,Primary,Theft,Night,Tuesday,June,Spring,Senior,Adult,Dry,13.75022257285704,76.76469500976836
2020-03-17,14,Daman,Female,22,Female,100,None,Severe,Cloudy,10.411457060211148,Walking,Low,Secondary,Theft,Afternoon,Tuesday,March,Spring,Child,Senior,Wet,76.05280819633433,14.07454715424562
2023-02-22,17,Maywand,Male,67,Male,18,Gun,Minor,Rainy,-7.022197684903283,Walking,Medium,Secondary,Theft,Night,Wednesday,February,Spring,Child,Teen,Dry,72.54010135318319,58.78311719895669
2023-01-04,1,Maywand,Male,88,Female,82,Other,Severe,Rainy,-1.2225817359774371,Shopping,Medium,Secondary,Theft,Night,Wednesday,January,Spring,Teen,Teen,Wet,18.982654870973935,69.61784817806756
2022-04-27,24,Spin Boldak,Male,52,Female,27,Other,Minor,Snowy,8.90707852520675,Shopping,High,Secondary,Kill,Evening,Wednesday,April,Spring,Teen,Child,Dry,30.464623390129532,84.05468395152252
2020-01-22,7,Shah Wali Kot,Female,39,Female,48,Knife,None,Cloudy,14.45440359493714,Shopping,Medium,Secondary,Theft,Evening,Wednesday,January,Winter,Adult,Senior,Wet,98.83405958316823,11.618664860803197
2022-10-07,10,Maywand,Female,68,Male,26,Other,Minor,Snowy,39.161676507021895,Working,Low,Secondary,Kill,Morning,Friday,October,Winter,Adult,Senior,Dry,5.48446596309552,90.67064477565788
2020-09-05,23,Zhari,Male,30,Female,88,Gun,Minor,Snowy,35.71648887256333,Walking,Low,Tertiary,Kill,Evening,Saturday,September,Summer,Adult,Child,Wet,41.09621211566555,75.17760559934375
2023-12-11,19,Reag,Female,99,Female,86,Gun,Severe,Rainy,14.504385301986563,Working,High,Secondary,Theft,Evening,Monday,December,Fall,Child,Teen,Wet,15.533302596442377,30.61867542277652
2021-04-08,19,Shah Wali Kot,Female,94,Male,61,Knife,None,Snowy,0.6099286298904918,Shopping,High,Tertiary,Kill,Evening,Thursday,April,Spring,Child,Child,Wet,55.89254481354814,22.857175862670488
2021-09-03,2,Center,Female,79,Male,46,Other,None,Clear,39.054977478609395,Shopping,Medium,Secondary,Kill,Morning,Friday,September,Summer,Adult,Senior,Dry,95.53466783084355,99.43326834198294
2023-01-29,18,Kharkrez,Male,23,Male,22,None,Fatal,Clear,28.805370139934922,Shopping,Low,Tertiary,Kill,Night,Sunday,January,Spring,Teen,Adult,Wet,80.71827324483425,10.551773795082575
2022-04-18,10,Kharkrez,Female,13,Female,100,Other,None,Rainy,3.617423919678423,Working,High,Tertiary,Kill,Night,Monday,April,Summer,Adult,Adult,Wet,51.64586085705339,5.51528381082017
2020-01-07,5,Daman,Male,84,Male,56,Other,None,Rainy,4.401711046129462,Walking,Low,Tertiary,Theft,Evening,Tuesday,January,Winter,Child,Child,Dry,57.323598042950785,29.45072915000343
2023-11-24,1,Daman,Male,38,Female,48,None,Severe,Clear,31.209720837609417,Working,High,None,Theft,Afternoon,Friday,November,Winter,Senior,Adult,Dry,76.17224384850648,0.7781074187485193
2021-03-07,22,Maruf,Male,67,Female,19,Other,None,Snowy,23.2765435103355,Driving,Medium,Secondary,Kill,Night,Sunday,March,Winter,Adult,Teen,Wet,21.095150737448208,5.591656296678371
2021-11-19,7,Zhari,Male,32,Male,59,Gun,Fatal,Clear,-1.3312639768539487,Working,Low,Tertiary,Theft,Morning,Friday,November,Fall,Senior,Child,Dry,17.751212051852317,74.47805691333046
2020-09-09,17,Zhari,Female,12,Male,59,Other,Severe,Rainy,22.98367605198134,Working,Low,Primary,Kill,Evening,Wednesday,September,Summer,Senior,Senior,Dry,83.44089669817963,97.10319804278438
2022-12-26,8,Daman,Male,46,Male,95,Other,Severe,Snowy,39.31039719953792,Walking,Low,None,Theft,Morning,Monday,December,Winter,Teen,Senior,Wet,0.2872496973792993,43.44552688365187
2023-02-15,13,Spin Boldak,Female,13,Male,47,None,Severe,Clear,10.690099227175512,Driving,High,None,Kill,Night,Wednesday,February,Fall,Child,Teen,Dry,83.4780477336844,3.9339394757587742
2022-11-23,8,Center,Female,5,Male,52,Gun,Fatal,Cloudy,3.9152976655282696,Walking,Low,Secondary,Theft,Afternoon,Wednesday,November,Summer,Child,Teen,Wet,78.3830733965743,9.986489853342128
2022-06-30,23,Spin Boldak,Male,55,Male,84,None,Minor,Cloudy,34.998461695650455,Working,High,Primary,Kill,Morning,Thursday,June,Winter,Adult,Child,Wet,7.540463505108608,10.636229686128907
2023-02-24,15,Daman,Female,54,Female,25,None,None,Snowy,-6.761468475769918,Walking,Medium,Tertiary,Theft,Night,Friday,February,Summer,Teen,Senior,Dry,79.35036905299134,37.54514250014489
