date,hour_of_day,location,district,area_name,victim_gender,victim_age,perpetrator_gender,perpetrator_age,weapon,injury,weather,temperature,previous_activity,economical_situation,education_level,crime_type,latitude,longitude,time_of_day,day_of_week,month,season,victim_age_group,perpetrator_age_group,weather_condition,economic_index,education_index
2021-10-05,2,Tootak Shamaly,Ghorak,Tootak Shamaly,Female,36,Female,84,Gun,Fatal,Snowy,27.651252899846916,Driving,Low,Secondary,Theft,31.99964,64.93322,Night,Tuesday,October,Spring,Senior,Senior,Wet,88.18377299241187,56.37161430726915
2020-01-27,23,Lahl Mohammad Khan,Zhar,Lahl Mohammad Khan,Male,4,Male,51,Gun,Severe,Snowy,1.8370504178762666,Working,High,Primary,Theft,31.57003,65.40557,Evening,Monday,January,Summer,Senior,Teen,Wet,14.445593883698981,73.20716795983267
2021-02-03,14,Ali Abad,Shah Wali Kot,Ali Abad,Female,96,Male,14,Gun,Severe,Rainy,-9.099289768341043,Working,Low,Primary,kill,31.7387,65.92142,Night,Wednesday,February,Winter,Adult,Senior,Wet,78.16709029612848,98.58572570698185
2023-11-12,11,Haji Isahq Zai,Spin Boldak,Haji Isahq Zai,Male,79,Male,12,Knife,Minor,Cloudy,-8.071345450593682,Driving,Medium,Primary,kill,30.97391,66.39847,Night,Sunday,November,Winter,Senior,Adult,Wet,89.8728306175848,72.00686537988192
2023-12-15,9,Tootak Shamaly,Ghorak,Tootak Shamaly,Male,64,Male,7,Gun,Fatal,Clear,0.9630114000883516,Working,Medium,Secondary,kill,31.99964,64.93322,Night,Friday,December,Summer,Child,Teen,Wet,32.298371693791985,30.316354909527465
2023-06-06,10,Mandisar Square,Center,Mandisar Square,Female,69,Female,66,Gun,None,Rainy,-5.231089626857751,Working,Low,Secondary,kill,31.62,65.699,Evening,Tuesday,June,Spring,Adult,Adult,Dry,18.210201917682344,56.67752618122979
2020-03-30,2,Asheqa,Zhar,Asheqa,Female,6,Female,11,Other,None,Snowy,-7.449193710448817,Working,Low,None,Theft,31.59488,65.5059,Evening,Monday,March,Winter,Teen,Adult,Dry,54.473486133495605,27.04804088415934
2021-02-05,9,Haji Nehmatullah Kalay,Zhar,Haji Nehmatullah Kalay,Female,63,Male,13,Gun,Minor,Snowy,-8.593796275863198,Shopping,Low,Tertiary,kill,31.53487,65.31069,Afternoon,Friday,February,Fall,Child,Child,Wet,77.60112683058641,47.84595902145672
2021-01-18,10,Zil Abad,Kharkrez,Zil Abad,Male,74,Female,9,Gun,Minor,Clear,21.767681692110795,Working,Medium,Primary,kill,31.95598,65.51355,Night,Monday,January,Winter,Senior,Teen,Dry,96.31143634047037,90.18134368880712
2021-11-18,11,Saydan Kalacha,Daman,Saydan Kalacha,Female,77,Female,12,None,Minor,Rainy,28.31617338422224,Working,Medium,Secondary,Theft,31.62333,66.01452,Evening,Thursday,November,Spring,Child,Adult,Dry,96.14904233232427,45.551209093445635
2020-07-01,14,Kandahar Plastic Market,Center,Kandahar Plastic Market,Male,17,Female,4,Gun,Fatal,Rainy,9.216323351800956,Driving,High,Tertiary,Theft,31.61,65.71,Night,Wednesday,July,Fall,Adult,Child,Dry,57.915456402174584,13.329388224871852
2020-12-28,11,Dabak,Panjwayi,Dabak,Female,75,Female,36,Knife,Severe,Snowy,39.74329304383468,Working,Low,None,kill,31.51348,65.42082,Afternoon,Monday,December,Summer,Adult,Teen,Wet,13.099302951669955,73.39371485551484
2021-08-16,20,Miyan Nasheen Square,Center,Miyan Nasheen Square,Male,54,Male,74,Other,None,Clear,7.89715998304915,Working,High,Tertiary,Theft,31.625,65.705,Afternoon,Monday,August,Winter,Senior,Teen,Dry,89.981701629205,23.855026093138655
2021-03-11,15,Loy Menara Hulya,Arghandab,Loy Menara Hulya,Female,50,Female,38,None,Minor,Snowy,29.696103389975065,Walking,Medium,Primary,kill,31.66441,65.61536,Evening,Thursday,March,Summer,Teen,Senior,Dry,54.84300141134726,39.11402206896689
2023-11-06,18,Marsen Zai,Spin Boldak,Marsen Zai,Female,75,Female,7,None,Fatal,Snowy,26.048485122754464,Driving,Low,Tertiary,Theft,31.10363,66.34362,Evening,Monday,November,Fall,Senior,Adult,Dry,48.6717694976963,70.0337722175874
2020-09-10,5,Haji Mir Zahe,Spin Boldak,Haji Mir Zahe,Female,24,Male,13,None,Fatal,Snowy,10.852746835763053,Shopping,High,Secondary,kill,30.84708,66.26198,Afternoon,Thursday,September,Winter,Senior,Child,Dry,37.58494480995231,32.06994129987848
2023-08-25,20,Barat Kalacha,Arghandab,Barat Kalacha,Female,41,Male,45,None,Severe,Snowy,25.7259050503396,Driving,High,Primary,Theft,31.68215,65.62052,Morning,Friday,August,Fall,Teen,Adult,Wet,58.023848589320004,29.462265362426155
2021-10-07,3,Haji Akhtar Zay,Arghistan,Haji Akhtar Zay,Female,39,Male,71,Gun,Minor,Clear,33.487874540850655,Driving,Low,None,kill,31.36806,66.19948,Afternoon,Thursday,October,Summer,Senior,Adult,Dry,18.567808179082224,85.00503154343205
2023-02-09,10,Zangi,Daman,Zangi,Female,40,Female,24,Knife,Severe,Cloudy,1.3946709818455396,Shopping,High,Primary,Theft,31.71516,66.22648,Evening,Thursday,February,Winter,Adult,Teen,Wet,1.1855121414892422,67.36176728063185
2022-02-27,19,Mushan (Sayyidan),Panjwayi,Mushan (Sayyidan),Male,1,Male,22,Gun,Minor,Snowy,35.03145529414213,Shopping,Medium,Primary,Theft,31.46042,65.26226,Night,Sunday,February,Spring,Senior,Child,Dry,11.109278983942438,90.78382597308932
2020-11-06,6,Spin Midan,Panjwayi,Spin Midan,Male,42,Female,90,Other,Minor,Snowy,23.751065023702374,Driving,High,Primary,kill,31.52044,65.4178,Morning,Friday,November,Spring,Adult,Adult,Wet,87.67321668812265,4.220288990756371
2022-04-26,20,China,Kharkrez,China,Male,13,Female,12,Knife,Minor,Rainy,39.617369982317854,Walking,Low,None,Theft,32.02968,65.56344,Morning,Tuesday,April,Spring,Child,Child,Wet,35.88053751976182,18.509257123497136
2020-02-04,22,Hanifya Kalay,Spin Boldak,Hanifya Kalay,Female,100,Female,53,Gun,None,Snowy,19.20599495105865,Driving,Low,None,kill,31.04237,66.38145,Night,Tuesday,February,Summer,Adult,Adult,Wet,13.37471256644438,30.41485253266808
2020-01-05,6,Daman,Spin Boldak,Daman,Male,21,Male,95,None,None,Rainy,35.52765209401643,Shopping,High,None,kill,31.21097,66.62586,Afternoon,Sunday,January,Fall,Senior,Child,Dry,38.83584810837274,70.0575507213541
2022-11-25,17,Kala Gay,Spin Boldak,Kala Gay,Female,95,Male,95,Other,None,Snowy,39.78873285962887,Walking,Low,Tertiary,kill,31.15318,66.33902,Afternoon,Friday,November,Spring,Adult,Teen,Wet,99.43963821392346,9.38378834981517
2023-02-10,19,Gul Mir Jan Darman,Spin Boldak,Gul Mir Jan Darman,Female,7,Female,95,Knife,Fatal,Clear,-8.561434792273506,Working,Low,Tertiary,Theft,31.05711,66.14545,Morning,Friday,February,Fall,Teen,Teen,Wet,47.150086769266665,97.20279192180814
2023-11-23,19,Kandahar Electronics Market,Center,Kandahar Electronics Market,Male,66,Male,1,Other,Minor,Clear,18.204791056727117,Shopping,Low,Tertiary,kill,31.61,65.71,Morning,Thursday,November,Summer,Senior,Senior,Dry,48.25372225761488,0.7255582950260075
2022-09-27,15,Loy Sayyidan,Panjwayi,Loy Sayyidan,Male,68,Male,15,Gun,Minor,Rainy,7.821096254531206,Working,Low,Tertiary,kill,31.4826,65.38175,Night,Tuesday,September,Winter,Adult,Adult,Wet,15.652839942089003,96.46730746470068
2021-05-04,18,Dahimrasi,Panjwayi,Dahimrasi,Female,62,Male,22,Gun,Severe,Clear,-1.4853676984285045,Walking,Medium,Secondary,Theft,31.54115,65.49923,Morning,Tuesday,May,Fall,Child,Child,Wet,62.40518578378828,54.74657620525001
2020-01-04,17,Sayyid Wali Kalay,Maruf,Sayyid Wali Kalay,Male,56,Female,46,Other,Fatal,Snowy,19.10587872165008,Driving,Medium,Primary,kill,31.70387,67.3064,Night,Saturday,January,Spring,Teen,Adult,Dry,79.43401402499083,63.83800274343493
2021-05-06,5,Sad Kalay,Kharkrez,Sad Kalay,Male,13,Male,17,Other,Fatal,Clear,26.62985975728148,Shopping,Medium,Primary,Theft,32.09321,65.52157,Afternoon,Thursday,May,Winter,Child,Teen,Wet,49.96647402386555,59.045697809654826
2021-05-09,6,Akhtar Zai Noor Mohammad Kalay,Arghistan,Akhtar Zai Noor Mohammad Kalay,Female,52,Male,33,Knife,None,Snowy,18.307838438308025,Driving,Medium,Secondary,Theft,31.32958,66.16542,Afternoon,Sunday,May,Spring,Senior,Child,Wet,71.63039937029616,23.204879350682482
2022-02-08,18,Shabi,Kharkrez,Shabi,Female,49,Male,20,None,Fatal,Rainy,16.718020806143294,Walking,Low,None,kill,32.15496,65.51019,Morning,Tuesday,February,Spring,Senior,Teen,Dry,2.5434373487811857,84.99525156860683
2023-04-30,3,Ali Abad,Daman,Ali Abad,Female,36,Female,25,None,Fatal,Cloudy,-1.7113316783760624,Shopping,Medium,Secondary,kill,31.7387,65.92142,Afternoon,Sunday,April,Spring,Senior,Adult,Wet,59.477059658999934,41.61415393490995
2022-01-30,21,Daman,Spin Boldak,Daman,Male,18,Female,37,Knife,Minor,Clear,-9.776444467716157,Shopping,Medium,Primary,kill,31.21097,66.62586,Afternoon,Sunday,January,Summer,Adult,Child,Wet,64.38276895974674,6.996375801457589
2021-12-22,3,Kakaran,Panjwayi,Kakaran,Female,30,Male,24,Gun,None,Snowy,0.13112913425031003,Shopping,Medium,Secondary,Theft,31.50702,65.431005,Night,Wednesday,December,Summer,Adult,Senior,Dry,30.943551497133083,37.664646161292644
2023-09-22,23,Dailawaran Kalacha,Arghandab,Dailawaran Kalacha,Male,82,Male,78,Other,Fatal,Cloudy,31.722450737773947,Walking,Low,None,Theft,31.72848,65.71569,Afternoon,Friday,September,Fall,Adult,Child,Dry,65.46909604364222,31.302021014109915
2021-07-27,21,Payianda Kalay,Arghistan,Payianda Kalay,Female,19,Male,74,None,None,Snowy,8.88165973678645,Walking,Low,Primary,Theft,31.78426,66.74429,Afternoon,Tuesday,July,Spring,Senior,Adult,Wet,49.34580759493119,68.17497963416098
2021-03-06,9,Haji Mohammad Shah Kalay,Maywand,Haji Mohammad Shah Kalay,Male,9,Male,66,Gun,Fatal,Clear,24.967190491275886,Driving,Low,Secondary,kill,31.51812,65.11724,Night,Saturday,March,Fall,Adult,Senior,Wet,74.32222112247479,37.93774230688632
2022-09-11,22,Samul Zay,Daman,Samul Zay,Female,8,Female,1,Knife,Severe,Snowy,18.0593536681399,Walking,High,Secondary,kill,31.71295,66.21022,Evening,Sunday,September,Summer,Child,Adult,Wet,78.10061429643734,30.96245792407505
2020-03-15,7,Haq Dad Kalay,Spin Boldak,Haq Dad Kalay,Male,44,Male,74,None,Severe,Snowy,22.67181383621545,Working,High,Secondary,kill,31.21845,65.97121,Morning,Sunday,March,Summer,Teen,Adult,Dry,64.137784117148,44.65552090511006
2023-09-02,18,Mohammad Azam Kalay,Spin Boldak,Mohammad Azam Kalay,Female,45,Male,43,Gun,Severe,Rainy,12.08482871796502,Driving,High,Secondary,kill,31.03222,66.40838,Night,Saturday,September,Fall,Teen,Teen,Wet,75.77517327102495,66.6259575532507
2020-02-20,15,Warghar Kalay,Maruf,Warghar Kalay,Female,72,Female,14,Knife,None,Cloudy,23.417906494130925,Working,High,Secondary,kill,31.58601,67.39402,Night,Thursday,February,Summer,Adult,Teen,Dry,29.72548986937206,93.93323607057278
2020-03-11,1,Abdul Qadir Isahq Ghat Kalay,Maruf,Abdul Qadir Isahq Ghat Kalay,Female,63,Male,80,Gun,Minor,Rainy,23.03192484038977,Driving,Medium,None,kill,31.51428,67.46256,Morning,Wednesday,March,Fall,Adult,Adult,Wet,26.958376049708644,36.409709663346504
2021-03-02,4,Nazar Kalacha,Daman,Nazar Kalacha,Male,5,Male,6,Knife,None,Cloudy,11.67993569429984,Working,Low,Primary,kill,31.68949,65.95133,Evening,Tuesday,March,Fall,Child,Child,Wet,15.061591318757406,77.18569087451195
2023-09-06,5,Patkay Sufla,Arghistan,Patkay Sufla,Female,56,Male,72,Other,Minor,Clear,26.10865594891966,Driving,Low,Tertiary,Theft,31.36703,66.08718,Afternoon,Wednesday,September,Spring,Child,Adult,Wet,11.222578889446233,61.956633710102494
2021-09-18,23,Akhund Zada Sahib,Daman,Akhund Zada Sahib,Male,79,Female,74,None,Minor,Snowy,-0.24676901947497143,Working,Medium,Primary,kill,31.7031,66.167,Night,Saturday,September,Fall,Senior,Adult,Wet,62.56459483432996,17.444593833400145
2022-11-30,20,Akhund Zada Sahib,Shah Wali Kot,Akhund Zada Sahib,Male,34,Male,79,None,Minor,Rainy,12.406182709374168,Walking,Low,None,kill,31.7031,66.167,Evening,Wednesday,November,Spring,Adult,Teen,Wet,35.529853608081176,44.608193208342925
2021-10-08,17,Warghar Kalay,Maruf,Warghar Kalay,Male,68,Female,46,Gun,Fatal,Rainy,9.27080065704579,Driving,High,Tertiary,Theft,31.58601,67.39402,Morning,Friday,October,Fall,Senior,Senior,Wet,46.99036380326421,18.007956452601793
2023-06-16,21,Malmona Ya Mehran,Ghorak,Malmona Ya Mehran,Female,31,Male,64,Other,None,Clear,-0.9891080326089234,Working,Low,Primary,kill,32.01042,64.98311,Afternoon,Friday,June,Spring,Senior,Child,Wet,13.251563157564195,96.10496085446057
2022-01-03,7,Warghar Kalay,Maruf,Warghar Kalay,Male,79,Female,52,Gun,Severe,Clear,15.322639636436957,Walking,Low,None,kill,31.58601,67.39402,Afternoon,Monday,January,Fall,Adult,Adult,Wet,4.3550504328730755,57.04613829916556
2023-08-01,16,Kakaranu Kalacha,Daman,Kakaranu Kalacha,Male,91,Male,24,None,Severe,Clear,32.147890154076,Working,Low,Tertiary,kill,31.54164,65.90783,Night,Tuesday,August,Fall,Senior,Adult,Dry,49.039267032646094,40.63185026672708
2021-11-13,10,Maranjan,Arghandab,Maranjan,Female,26,Male,87,Gun,Fatal,Snowy,16.461735930059398,Driving,Medium,Secondary,Theft,31.74243,65.7288,Afternoon,Saturday,November,Fall,Child,Adult,Wet,38.053985905883614,6.146217899926542
2022-03-31,11,Bagh Sarkari,Arghandab,Bagh Sarkari,Female,17,Male,42,Knife,Fatal,Clear,3.6947447689085617,Working,Medium,None,Theft,31.71023,65.70621,Afternoon,Thursday,March,Spring,Adult,Teen,Wet,2.9797845721984295,18.528023913376078
2022-05-12,11,Chakaw,Shah Wali Kot,Chakaw,Male,65,Male,87,None,Minor,Snowy,13.827784651029287,Shopping,Low,Secondary,kill,31.93134,65.67861,Night,Thursday,May,Spring,Senior,Senior,Dry,74.65827532649682,86.88660510350415
2022-04-17,5,Baz Mohammad Khan Kalay,Shah Wali Kot,Baz Mohammad Khan Kalay,Male,18,Male,56,Knife,None,Clear,36.672194487457666,Driving,Medium,Tertiary,Theft,31.64663,65.94916,Morning,Sunday,April,Spring,Senior,Child,Dry,36.217189877251144,22.187759486351755
2021-03-28,3,Mohammad Ayoub Kalay,Spin Boldak,Mohammad Ayoub Kalay,Male,67,Male,69,Knife,Severe,Rainy,32.22221185953074,Shopping,High,None,Theft,30.98142,66.19782,Afternoon,Sunday,March,Winter,Teen,Teen,Dry,59.45652656217677,22.490803665389425
2021-02-19,17,Mando Zai,Maywand,Mando Zai,Male,45,Male,49,Other,None,Snowy,-3.629684019909848,Walking,Medium,None,Theft,31.4981,65.20846,Evening,Friday,February,Fall,Child,Senior,Dry,99.84581649415361,14.083335757952774
2023-01-27,17,Hussain Zai,Spin Boldak,Hussain Zai,Male,8,Male,46,Knife,Fatal,Cloudy,24.0562334450696,Driving,High,None,Theft,31.29554,66.4414,Night,Friday,January,Summer,Adult,Adult,Dry,35.688846266501315,82.54530007758903
2023-12-08,24,Farsibanan,Panjwayi,Farsibanan,Male,74,Female,19,None,None,Snowy,9.14335565623486,Driving,Low,Tertiary,Theft,31.46835,65.32353,Afternoon,Friday,December,Fall,Senior,Adult,Dry,19.51169475672171,8.61402728805556
2021-08-10,5,Haji Nader Kalay,Zhar,Haji Nader Kalay,Female,20,Female,41,Knife,Minor,Snowy,-7.938918864358692,Driving,High,Primary,Theft,31.50157,65.33159,Afternoon,Tuesday,August,Fall,Child,Senior,Wet,49.564915533198715,62.01072176029958
2023-10-03,17,Sami Zayi,Panjwayi,Sami Zayi,Female,27,Female,65,None,Fatal,Clear,20.37643102280218,Walking,Low,Tertiary,kill,31.48055,65.37535,Evening,Tuesday,October,Summer,Child,Adult,Wet,58.973830166456466,67.88209311775594
2021-05-17,3,Haji Lal Bik,Daman,Haji Lal Bik,Female,60,Male,61,Gun,None,Cloudy,-8.90043955812865,Working,Low,Primary,kill,31.72059,65.99262,Evening,Monday,May,Winter,Teen,Child,Wet,8.954729220764946,4.313496402336892
2020-11-06,19,Chakaw,Shah Wali Kot,Chakaw,Female,40,Male,100,None,None,Rainy,28.181918340459674,Driving,Low,Primary,Theft,31.93134,65.67861,Afternoon,Friday,November,Summer,Teen,Child,Dry,17.725389594073338,42.0299037779888
2022-06-12,14,Kandahar Regional Military Hospital,Center,Kandahar Regional Military Hospital,Female,97,Male,17,Gun,None,Rainy,13.133235316096645,Driving,Medium,None,kill,31.62,65.715,Afternoon,Sunday,June,Summer,Teen,Senior,Wet,76.13356278475393,18.52798954752133
2020-11-07,11,Choka Zai,Maywand,Choka Zai,Male,23,Female,72,Gun,None,Rainy,11.331097693557876,Walking,Medium,Secondary,kill,31.52826,64.8964,Afternoon,Saturday,November,Summer,Senior,Senior,Dry,18.800862210642045,99.47465142473561
2020-06-26,20,Sar Jakan,Daman,Sar Jakan,Female,100,Male,56,None,Minor,Cloudy,19.612118186347068,Walking,Medium,Tertiary,Theft,31.76176,66.1342,Morning,Friday,June,Winter,Child,Senior,Wet,3.525205929284203,35.9532842062529
2020-08-26,16,Asheqa,Zhar,Asheqa,Female,21,Female,98,Other,Minor,Rainy,17.10872335541834,Shopping,Medium,None,kill,31.59488,65.5059,Evening,Wednesday,August,Winter,Teen,Adult,Wet,54.090474400109755,77.72992450182427
2022-10-14,10,Haji Lal Bik,Daman,Haji Lal Bik,Female,10,Female,98,Knife,Minor,Rainy,-4.4950668245750744,Shopping,Low,Tertiary,kill,31.72059,65.99262,Afternoon,Friday,October,Summer,Senior,Senior,Dry,53.18501288038699,55.24703289190772
2020-09-23,3,Baber,Arghandab,Baber,Female,65,Male,95,None,None,Snowy,32.70246961443154,Driving,Medium,Tertiary,Theft,31.71417,65.67006,Evening,Wednesday,September,Winter,Teen,Senior,Wet,70.77966575753632,60.535247136465244
2021-05-10,5,Bazar-e-Khan Square,Center,Bazar-e-Khan Square,Female,85,Female,96,Knife,None,Cloudy,36.75664386064703,Shopping,Low,None,kill,31.608,65.7,Afternoon,Monday,May,Fall,Child,Teen,Dry,77.9348126083628,93.21394144317374
2020-06-18,21,Kunje So Haji Ghafor,Spin Boldak,Kunje So Haji Ghafor,Female,71,Male,64,None,Fatal,Rainy,3.0544681610533235,Shopping,High,Secondary,Theft,31.04005,66.57252,Morning,Thursday,June,Fall,Senior,Adult,Wet,27.932168128397517,25.17288487650069
2022-03-20,7,Mir Abkhoran,Arghandab,Mir Abkhoran,Female,5,Female,27,Gun,None,Cloudy,35.64340665518904,Shopping,Medium,Primary,kill,31.6756,65.67591,Evening,Sunday,March,Fall,Adult,Child,Wet,96.33665365474538,5.21564843099156
2020-11-08,8,Reg Square,Center,Reg Square,Male,54,Male,71,Other,Fatal,Snowy,31.675458133375948,Shopping,Medium,Tertiary,Theft,31.619,65.707,Night,Sunday,November,Fall,Adult,Adult,Wet,20.119883381409732,79.83652354596416
2022-01-08,1,Kakaran,Panjwayi,Kakaran,Female,27,Female,71,Gun,Minor,Rainy,19.80238967636807,Walking,High,Primary,kill,31.50702,65.431005,Night,Saturday,January,Spring,Teen,Child,Dry,56.983228689767074,55.69581121491988
2022-03-18,16,Shor Ab,Ghorak,Shor Ab,Female,48,Male,87,Knife,Severe,Clear,27.2867271829942,Driving,Medium,None,Theft,32.00242,64.91901,Afternoon,Friday,March,Summer,Senior,Child,Wet,58.9450157622316,38.34457460763241
2021-06-26,1,Biyabani Kalay,Shah Wali Kot,Biyabani Kalay,Female,69,Male,81,Gun,None,Clear,34.555917272929996,Working,Medium,Primary,kill,31.62404,66.15417,Night,Saturday,June,Winter,Senior,Senior,Dry,12.040921983306507,88.44171555064034
2022-07-21,1,Barik Zai,Zhar,Barik Zai,Female,99,Male,99,None,Severe,Cloudy,-7.670713934614262,Walking,Medium,Tertiary,Theft,31.531295,65.349755,Morning,Thursday,July,Summer,Senior,Adult,Dry,90.86719618557663,61.31888463812793
2023-12-18,10,Sayyid Wali Kalay,Maruf,Sayyid Wali Kalay,Male,65,Male,71,Gun,Minor,Snowy,28.9209385145001,Driving,High,Secondary,Theft,31.70387,67.3064,Afternoon,Monday,December,Spring,Child,Adult,Dry,49.58719396524853,22.528157540468907
2023-08-23,16,Shah Dad Kalay,Daman,Shah Dad Kalay,Male,96,Female,38,Other,Severe,Snowy,38.25225921651374,Working,High,None,kill,31.6763,65.94024,Morning,Wednesday,August,Winter,Teen,Teen,Wet,48.91588357094633,41.309491259059115
2022-04-28,9,Malmona Ya Mehran,Ghorak,Malmona Ya Mehran,Male,42,Male,90,Knife,None,Rainy,-2.1711038787987933,Walking,High,Secondary,kill,32.01042,64.98311,Night,Thursday,April,Spring,Adult,Teen,Dry,64.29718075728475,26.764884732898764
2023-11-17,8,Nader Hamid Zai,Spin Boldak,Nader Hamid Zai,Female,26,Male,26,None,Severe,Clear,-0.7637892796313572,Working,High,Secondary,kill,30.98682,66.24069,Evening,Friday,November,Summer,Child,Senior,Wet,68.23643424499734,38.135369043647835
2022-11-10,19,Warghar Kalay,Maruf,Warghar Kalay,Male,85,Male,90,None,Severe,Clear,16.663509165584298,Shopping,High,Tertiary,Theft,31.58601,67.39402,Night,Thursday,November,Summer,Senior,Senior,Dry,50.089899760472676,64.85872242645866
2021-04-12,7,Baz Mohammad Khan Kalay,Shah Wali Kot,Baz Mohammad Khan Kalay,Male,5,Female,74,Gun,Fatal,Snowy,39.61962893420102,Driving,Medium,Primary,kill,31.64663,65.94916,Night,Monday,April,Winter,Senior,Senior,Dry,15.393901587012316,28.313828095617176
2023-02-11,24,Mir Abad,Kharkrez,Mir Abad,Female,72,Male,63,Other,Fatal,Rainy,27.41058971497354,Walking,Low,Tertiary,kill,31.90782,65.49371,Evening,Saturday,February,Winter,Child,Senior,Wet,76.50797666060302,0.9008238480685993
2021-03-18,11,Ghabarga,Arghistan,Ghabarga,Male,86,Male,88,Other,Minor,Clear,3.3571494333636736,Walking,Medium,Tertiary,Theft,31.35377,66.19105,Evening,Thursday,March,Summer,Adult,Child,Wet,1.9367883451754553,53.70496965042495
2021-07-18,23,Loy Kalay,Arghistan,Loy Kalay,Female,46,Female,7,Other,Minor,Clear,11.080612901843686,Working,Low,None,kill,31.36665,66.28148,Afternoon,Sunday,July,Winter,Adult,Adult,Wet,19.7880993131862,83.31577952011159
2021-12-06,9,Chaka Naw Masum Khan,Panjwayi,Chaka Naw Masum Khan,Female,36,Male,42,Other,None,Cloudy,29.22609697926179,Working,Medium,Tertiary,Theft,31.47576,65.33035,Night,Monday,December,Spring,Teen,Adult,Wet,73.71755869932022,34.649653037568726
2020-11-05,10,Masheng Zai,Spin Boldak,Masheng Zai,Female,60,Female,17,Knife,Minor,Rainy,39.30013946397601,Shopping,Low,Primary,Theft,31.08837,66.38918,Evening,Thursday,November,Winter,Child,Child,Wet,84.5365168308313,23.80398800242598
2023-04-18,10,Rab Kalay Akhund,Maruf,Rab Kalay Akhund,Male,66,Male,98,None,Minor,Cloudy,5.379984949479608,Walking,Low,Primary,kill,31.50819,67.47925,Morning,Tuesday,April,Spring,Child,Child,Dry,30.908809206321074,1.5599131374485875
